[2018-06-08 00:15:02,657: WARNING/MainProcess] celery@zhangchenyudeMacBook-Pro.local ready.
[2018-06-08 00:15:03,674: WARNING/Worker-1] 123
[2018-06-08 00:15:03,676: WARNING/Worker-7] 123
[2018-06-08 00:15:03,679: WARNING/Worker-3] 123
[2018-06-08 00:15:03,680: WARNING/Worker-4] 123
[2018-06-08 00:15:03,684: WARNING/Worker-8] 123
[2018-06-08 00:15:03,686: WARNING/Worker-6] 123
[2018-06-08 00:15:03,779: WARNING/Worker-2] 123
[2018-06-08 00:15:03,779: WARNING/Worker-5] 123
[2018-06-08 00:15:03,996: WARNING/Worker-6] 宠物天王更新结束。
[2018-06-08 00:15:04,024: WARNING/Worker-3] 宠物天王更新结束。
[2018-06-08 00:15:04,027: WARNING/Worker-1] 宠物天王更新结束。
[2018-06-08 00:15:04,031: WARNING/Worker-8] 宠物天王更新结束。
[2018-06-08 00:15:04,031: WARNING/Worker-4] 宠物天王更新结束。
[2018-06-08 00:15:04,033: WARNING/Worker-7] 宠物天王更新结束。
[2018-06-08 00:15:04,034: WARNING/Worker-5] 宠物天王更新结束。
[2018-06-08 00:15:04,035: WARNING/Worker-2] 宠物天王更新结束。
[2018-06-08 00:15:04,968: WARNING/Worker-4] 修真聊天群更新结束。
[2018-06-08 00:15:04,968: WARNING/Worker-2] 修真聊天群更新结束。
[2018-06-08 00:15:04,968: WARNING/Worker-5] 修真聊天群更新结束。
[2018-06-08 00:15:04,968: WARNING/Worker-1] 修真聊天群更新结束。
[2018-06-08 00:15:04,991: WARNING/Worker-3] 修真聊天群更新结束。
[2018-06-08 00:15:04,993: WARNING/Worker-7] 修真聊天群更新结束。
[2018-06-08 00:15:04,994: WARNING/Worker-8] 修真聊天群更新结束。
[2018-06-08 00:15:05,020: WARNING/Worker-6] 修真聊天群更新结束。
[2018-06-08 00:15:05,717: WARNING/Worker-5] 寒门崛起更新结束。
[2018-06-08 00:15:05,717: WARNING/Worker-2] 寒门崛起更新结束。
[2018-06-08 00:15:05,721: WARNING/Worker-1] 寒门崛起更新结束。
[2018-06-08 00:15:05,736: WARNING/Worker-7] 寒门崛起更新结束。
[2018-06-08 00:15:05,738: WARNING/Worker-8] 寒门崛起更新结束。
[2018-06-08 00:15:05,739: WARNING/Worker-3] 寒门崛起更新结束。
[2018-06-08 00:15:05,741: WARNING/Worker-4] 寒门崛起更新结束。
[2018-06-08 00:15:06,057: WARNING/Worker-6] 寒门崛起更新结束。
[2018-06-08 00:15:06,641: WARNING/Worker-1] 龙王传说更新结束。
[2018-06-08 00:15:06,642: WARNING/Worker-2] 龙王传说更新结束。
[2018-06-08 00:15:06,642: WARNING/Worker-7] 龙王传说更新结束。
[2018-06-08 00:15:06,642: WARNING/Worker-5] 龙王传说更新结束。
[2018-06-08 00:15:06,643: WARNING/Worker-8] 龙王传说更新结束。
[2018-06-08 00:15:06,658: WARNING/Worker-3] 龙王传说更新结束。
[2018-06-08 00:15:06,659: WARNING/Worker-4] 龙王传说更新结束。
[2018-06-08 00:15:06,741: WARNING/Worker-6] 龙王传说更新结束。
[2018-06-08 00:15:07,453: WARNING/Worker-3] 圣墟更新结束。
[2018-06-08 00:15:07,499: WARNING/Worker-5] 圣墟更新结束。
[2018-06-08 00:15:07,499: WARNING/Worker-8] 圣墟更新结束。
[2018-06-08 00:15:07,521: WARNING/Worker-4] 圣墟更新结束。
[2018-06-08 00:15:07,521: WARNING/Worker-7] 圣墟更新结束。
[2018-06-08 00:15:07,521: WARNING/Worker-2] 圣墟更新结束。
[2018-06-08 00:15:07,521: WARNING/Worker-6] 圣墟更新结束。
[2018-06-08 00:15:07,542: WARNING/Worker-1] 圣墟更新结束。
[2018-06-08 00:15:08,224: WARNING/Worker-1] 放开那个女巫更新结束。
[2018-06-08 00:15:08,227: WARNING/Worker-3] 放开那个女巫更新结束。
[2018-06-08 00:15:08,227: WARNING/Worker-6] 放开那个女巫更新结束。
[2018-06-08 00:15:08,236: WARNING/Worker-5] 放开那个女巫更新结束。
[2018-06-08 00:15:08,241: WARNING/Worker-8] 放开那个女巫更新结束。
[2018-06-08 00:15:08,242: WARNING/Worker-4] 放开那个女巫更新结束。
[2018-06-08 00:15:08,241: WARNING/Worker-2] 放开那个女巫更新结束。
[2018-06-08 00:15:08,241: WARNING/Worker-7] 放开那个女巫更新结束。
[2018-06-08 00:15:09,580: WARNING/Worker-7] 全职法师更新结束。
[2018-06-08 00:15:09,581: WARNING/Worker-1] 全职法师更新结束。
[2018-06-08 00:15:09,581: WARNING/Worker-5] 全职法师更新结束。
[2018-06-08 00:15:09,582: WARNING/Worker-3] 全职法师更新结束。
[2018-06-08 00:15:09,584: WARNING/Worker-2] 全职法师更新结束。
[2018-06-08 00:15:09,584: WARNING/Worker-8] 全职法师更新结束。
[2018-06-08 00:15:09,584: WARNING/Worker-4] 全职法师更新结束。
[2018-06-08 00:15:09,585: WARNING/Worker-6] 全职法师更新结束。
[2018-06-08 00:15:10,335: WARNING/Worker-2] 神级强者在都市更新结束。
[2018-06-08 00:15:10,335: WARNING/Worker-5] 神级强者在都市更新结束。
[2018-06-08 00:15:10,335: WARNING/Worker-3] 神级强者在都市更新结束。
[2018-06-08 00:15:10,341: WARNING/Worker-8] 神级强者在都市更新结束。
[2018-06-08 00:15:10,342: WARNING/Worker-7] 神级强者在都市更新结束。
[2018-06-08 00:15:10,343: WARNING/Worker-1] 神级强者在都市更新结束。
[2018-06-08 00:15:10,349: WARNING/Worker-6] 神级强者在都市更新结束。
[2018-06-08 00:15:10,349: WARNING/Worker-4] 神级强者在都市更新结束。
[2018-06-08 00:15:11,162: WARNING/Worker-1] 剑来更新结束。
[2018-06-08 00:15:11,163: WARNING/Worker-3] 剑来更新结束。
[2018-06-08 00:15:11,163: WARNING/Worker-2] 剑来更新结束。
[2018-06-08 00:15:11,163: WARNING/Worker-5] 剑来更新结束。
[2018-06-08 00:15:11,165: WARNING/Worker-6] 剑来更新结束。
[2018-06-08 00:15:11,169: WARNING/Worker-7] 剑来更新结束。
[2018-06-08 00:15:11,169: WARNING/Worker-8] 剑来更新结束。
[2018-06-08 00:15:11,543: WARNING/Worker-4] 剑来更新结束。
[2018-06-08 00:15:11,697: WARNING/Worker-3] 大王饶命更新结束。
[2018-06-08 00:15:11,702: WARNING/Worker-8] 大王饶命更新结束。
[2018-06-08 00:15:11,704: WARNING/Worker-2] 大王饶命更新结束。
[2018-06-08 00:15:11,705: WARNING/Worker-7] 大王饶命更新结束。
[2018-06-08 00:15:11,705: WARNING/Worker-6] 大王饶命更新结束。
[2018-06-08 00:15:11,705: WARNING/Worker-5] 大王饶命更新结束。
[2018-06-08 00:15:11,705: WARNING/Worker-1] 大王饶命更新结束。
[2018-06-08 00:15:11,711: WARNING/Worker-4] 大王饶命更新结束。
[2018-06-08 00:15:12,880: WARNING/Worker-4] 异常生物见闻录更新结束。
[2018-06-08 00:15:12,884: WARNING/Worker-1] 异常生物见闻录更新结束。
[2018-06-08 00:15:12,884: WARNING/Worker-6] 异常生物见闻录更新结束。
[2018-06-08 00:15:12,888: WARNING/Worker-8] 异常生物见闻录更新结束。
